date,avg_sentiment,news_count
2019-08-05,-0.064245313,64
2019-08-06,-0.070920968,62
2019-08-07,-0.002319718,71
2019-08-08,-0.017455172,58
2019-08-09,-0.090315094,53
2019-08-10,-0.266266667,3
2019-08-11,-0.103675,28
2019-08-12,-0.045397015,67
2019-08-13,-0.052933333,60
2019-08-14,0.014066667,60
2019-08-15,-0.113517143,35
2019-08-16,-0.119515686,51
2019-08-17,-0.1034,27
2019-08-18,0.055166667,3
2019-08-19,-0.194286957,46
2019-08-20,-0.028405882,68
2019-08-21,-0.04993913,69
2019-08-22,-0.0939,63
2019-08-23,-0.096691964,112
2019-08-24,-0.12222,5
2019-08-25,-0.265171429,35
2019-08-26,-0.005196154,52
2019-08-27,-0.12149403,67
2019-08-28,-0.042932394,71
2019-08-29,-0.009769231,65
2019-08-30,-0.083461194,67
2019-08-31,0.0338875,24
2019-09-01,-0.155373913,23
2019-09-02,-0.047124444,45
2019-09-03,-0.102308197,61
2019-09-04,-0.043513433,67
2019-09-05,-0.013782857,70
2019-09-06,0.022706897,29
2019-09-07,-0.002092,25
2019-09-08,-0.23905,6
2019-09-09,-0.012165152,66
2019-09-10,-0.048373469,49
2019-09-11,-0.079741791,67
2019-09-12,-0.053112963,108
2019-09-13,0.041683871,31
2019-09-14,-0.077439286,28
2019-09-15,-0.088357895,38
2019-09-16,-0.17837439,82
2019-09-17,-0.059561,100
2019-09-18,-0.139333784,74
2019-09-19,0.008941772,79
2019-09-20,-0.115592308,78
2019-09-21,0.08,4
2019-09-22,0.098564706,34
2019-09-23,-0.077861475,122
2019-09-24,-0.121562222,90
2019-09-25,-0.084006306,111
2019-09-26,0.006411538,78
2019-09-27,-0.061624324,74
2019-09-28,0.05034,25
2019-09-29,-0.188496296,27
2019-09-30,-0.060610345,58
2019-10-01,-0.145570313,64
2019-10-02,-0.088678873,71
2019-10-03,-0.068994805,77
2019-10-04,-0.044553731,67
2019-10-05,0.0,4
2019-10-06,-0.043316667,24
2019-10-07,-0.14925,54
2019-10-08,-0.065883099,71
2019-10-09,-0.036260526,76
2019-10-10,-0.070603659,82
2019-10-11,-0.022736709,79
2019-10-12,-0.044773077,26
2019-10-13,-0.160796296,27
2019-10-14,-0.038,56
2019-10-15,0.022570513,78
2019-10-16,-0.056904054,74
2019-10-17,-0.053432099,81
